"Event","FrameOffset","Value","SourceCategory","SourceReference"
"000335","0x095","00","recorder RX","RX 01 04 payload 0x90"
"000335","0x096","00","recorder RX","RX 01 04 payload 0x91"
"000335","0x097","03","recorder RX","RX 01 04 payload 0x92"
"000335","0x098","02","recorder RX","RX 01 04 payload 0x93"
"000335","0x099","00","recorder RX","RX 01 04 payload 0x94"
"000335","0x09A","00","recorder RX","RX 01 04 payload 0x95"
"000335","0x09B","00","recorder RX","RX 01 04 payload 0x96"
"000335","0x09C","00","recorder RX","RX 01 04 payload 0x97"
"000335","0x09D","00","recorder RX","RX 01 04 payload 0x98"
"000335","0x09E","00","recorder RX","RX 01 04 payload 0x99"
"000335","0x09F","03","recorder RX","RX 01 04 payload 0x9A"
"000335","0x0A0","02","recorder RX","RX 01 04 payload 0x9B"
"000335","0x0A1","00","recorder RX","RX 01 04 payload 0x9C"
"000335","0x0A2","00","recorder RX","RX 01 04 payload 0x9D"
"000335","0x0A3","00","recorder RX","RX 01 04 payload 0x9E"
"000335","0x0A4","00","recorder RX","RX 01 04 payload 0x9F"
"000335","0x0A5","00","recorder RX","RX 01 04 payload 0xA0"
"000335","0x0A6","00","recorder RX","RX 01 04 payload 0xA1"
"000335","0x0A7","03","recorder RX","RX 01 04 payload 0xA2"
"000335","0x0A8","02","recorder RX","RX 01 04 payload 0xA3"
"000335","0x0A9","00","recorder RX","RX 01 04 payload 0xA4"
"000335","0x0AA","00","recorder RX","RX 01 04 payload 0xA5"
"000335","0x0AB","00","recorder RX","RX 01 04 payload 0xA6"
"000335","0x0AC","00","recorder RX","RX 01 04 payload 0xA7"
"000335","0x0AD","00","recorder RX","RX 01 04 payload 0xA8"
"000335","0x0AE","00","recorder RX","RX 01 04 payload 0xA9"
"000335","0x0AF","03","recorder RX","RX 01 04 payload 0xAA"
"000335","0x0B0","02","recorder RX","RX 01 04 payload 0xAB"
"000335","0x0B1","00","recorder RX","RX 01 04 payload 0xAC"
"000335","0x0B2","00","recorder RX","RX 01 04 payload 0xAD"
"000335","0x0B3","00","recorder RX","RX 01 04 payload 0xAE"
"000335","0x0B4","00","recorder RX","RX 01 04 payload 0xAF"
"000335","0x0B5","00","recorder RX","RX 01 04 payload 0xB0"
"000335","0x0B6","00","recorder RX","RX 01 04 payload 0xB1"
"000335","0x0B7","03","recorder RX","RX 01 04 payload 0xB2"
"000335","0x0B8","02","recorder RX","RX 01 04 payload 0xB3"
"000335","0x0B9","00","recorder RX","RX 01 04 payload 0xB4"
"000335","0x0BA","00","recorder RX","RX 01 04 payload 0xB5"
"000335","0x0BB","00","recorder RX","RX 01 04 payload 0xB6"
"000335","0x0BC","00","recorder RX","RX 01 04 payload 0xB7"
"000335","0x0BD","00","recorder RX","RX 01 04 payload 0xB8"
"000335","0x0BE","00","recorder RX","RX 01 04 payload 0xB9"
"000335","0x0BF","03","recorder RX","RX 01 04 payload 0xBA"
"000335","0x0C0","02","recorder RX","RX 01 04 payload 0xBB"
"000335","0x0C1","00","recorder RX","RX 01 04 payload 0xBC"
"000335","0x0C2","00","recorder RX","RX 01 04 payload 0xBD"
"000335","0x0C3","00","recorder RX","RX 01 04 payload 0xBE"
"000335","0x0C4","00","recorder RX","RX 01 04 payload 0xBF"
"000335","0x0C5","00","recorder RX","RX 01 04 payload 0xC0"
"000335","0x0C6","00","recorder RX","RX 01 04 payload 0xC1"
"000335","0x0C7","03","recorder RX","RX 01 04 payload 0xC2"
"000335","0x0C8","02","recorder RX","RX 01 04 payload 0xC3"
"000335","0x0C9","00","recorder RX","RX 01 04 payload 0xC4"
"000335","0x0CA","00","recorder RX","RX 01 04 payload 0xC5"
"000335","0x0CB","00","recorder RX","RX 01 04 payload 0xC6"
"000335","0x0CC","00","recorder RX","RX 01 04 payload 0xC7"
"000335","0x0CD","00","recorder RX","RX 01 04 payload 0xC8"
"000335","0x0CE","00","recorder RX","RX 01 04 payload 0xC9"
"000335","0x0CF","03","recorder RX","RX 01 04 payload 0xCA"
"000335","0x0D0","02","recorder RX","RX 01 04 payload 0xCB"
"000335","0x0D1","00","recorder RX","RX 01 04 payload 0xCC"
"000335","0x0D2","00","recorder RX","RX 01 04 payload 0xCD"
"000335","0x0D3","00","recorder RX","RX 01 04 payload 0xCE"
"000335","0x0D4","00","recorder RX","RX 01 04 payload 0xCF"
"000335","0x0D5","00","recorder RX","RX 01 04 payload 0xD0"
"000335","0x0D6","00","recorder RX","RX 01 04 payload 0xD1"
"000335","0x0D7","01","recorder RX","RX 01 04 payload 0xD2"
"000335","0x0D8","06","recorder RX","RX 01 04 payload 0xD3"
"000335","0x0D9","00","recorder RX","RX 01 04 payload 0xD4"
"000335","0x0DA","00","recorder RX","RX 01 04 payload 0xD5"
"000335","0x0DB","00","recorder RX","RX 01 04 payload 0xD6"
"000335","0x0DC","00","recorder RX","RX 01 04 payload 0xD7"
"000335","0x0DD","00","recorder RX","RX 01 04 payload 0xD8"
"000335","0x0DE","00","recorder RX","RX 01 04 payload 0xD9"
"000335","0x0DF","00","recorder RX","RX 01 04 payload 0xDA"
"000335","0x0E0","00","recorder RX","RX 01 04 payload 0xDB"
"000335","0x0E1","00","recorder RX","RX 01 04 payload 0xDC"
"000335","0x0E2","00","recorder RX","RX 01 04 payload 0xDD"
"000335","0x0E3","00","recorder RX","RX 01 04 payload 0xDE"
"000335","0x0E4","00","recorder RX","RX 01 04 payload 0xDF"
"000335","0x0E5","00","recorder RX","RX 01 04 payload 0xE0"
"000335","0x0E6","00","recorder RX","RX 01 04 payload 0xE1"
"000335","0x0E7","00","recorder RX","RX 01 04 payload 0xE2"
"000335","0x0E8","00","recorder RX","RX 01 04 payload 0xE3"
"000335","0x0E9","00","recorder RX","RX 01 04 payload 0xE4"
"000335","0x0EA","00","recorder RX","RX 01 04 payload 0xE5"
"000335","0x0EB","00","recorder RX","RX 01 04 payload 0xE6"
"000335","0x0EC","00","recorder RX","RX 01 04 payload 0xE7"
"000335","0x0ED","00","recorder RX","RX 01 04 payload 0xE8"
"000335","0x0EE","00","recorder RX","RX 01 04 payload 0xE9"
"000335","0x0EF","00","recorder RX","RX 01 04 payload 0xEA"
"000335","0x0F0","00","recorder RX","RX 01 04 payload 0xEB"
"000335","0x0F1","00","recorder RX","RX 01 04 payload 0xEC"
"000335","0x0F2","00","recorder RX","RX 01 04 payload 0xED"
"000335","0x0F3","00","recorder RX","RX 01 04 payload 0xEE"
"000335","0x0F4","00","recorder RX","RX 01 04 payload 0xEF"
"000335","0x0F5","00","recorder RX","RX 01 04 payload 0xF0"
"000335","0x0F6","00","recorder RX","RX 01 04 payload 0xF1"
"000335","0x0F7","00","recorder RX","RX 01 04 payload 0xF2"
"000335","0x0F8","00","recorder RX","RX 01 04 payload 0xF3"
"000335","0x0F9","00","recorder RX","RX 01 04 payload 0xF4"
"000335","0x0FA","00","recorder RX","RX 01 04 payload 0xF5"
"000335","0x0FB","00","recorder RX","RX 01 04 payload 0xF6"
"000335","0x0FC","00","recorder RX","RX 01 04 payload 0xF7"
"000335","0x0FD","00","recorder RX","RX 01 04 payload 0xF8"
"000335","0x0FE","00","recorder RX","RX 01 04 payload 0xF9"
"000335","0x0FF","03","recorder RX","RX 01 04 payload 0xFA"
"000335","0x100","02","recorder RX","RX 01 04 payload 0xFB"
"000335","0x101","00","recorder RX","RX 01 04 payload 0xFC"
"000335","0x102","00","recorder RX","RX 01 04 payload 0xFD"
"000335","0x103","00","recorder RX","RX 01 04 payload 0xFE"
"000335","0x104","00","recorder RX","RX 01 06 payload 0x00"
"000335","0x105","00","recorder RX","RX 01 06 payload 0x01"
"000335","0x106","00","recorder RX","RX 01 06 payload 0x02"
"000335","0x107","03","recorder RX","RX 01 06 payload 0x03"
"000335","0x108","03","protocol constant","proven frame/header constant"
"000335","0x109","55","calculated field/checksum","payload sum modulo 256"
"000335","0x10A","04","protocol constant","proven frame/header constant"
"000357","0x000","01","protocol constant","proven frame/header constant"
"000357","0x001","03","recorder RX","RX 01 06 frame offset 0x003"
"000357","0x002","00","protocol constant","proven frame/header constant"
"000357","0x003","03","recorder RX","RX 01 06 frame offset 0x003"
"000357","0x004","00","recorder RX","RX 01 06 frame offset 0x004"
"000357","0x005","01","recorder RX","RX 01 06 frame offset 0x005"
"000357","0x006","01","recorder RX","RX 01 06 frame offset 0x006"
"000357","0x007","FF","calculated field/checksum","generated payload length"
"000357","0x008","02","protocol constant","proven frame/header constant"
"000357","0x009","02","recorder RX","RX 01 06 payload 0x04"
"000357","0x00A","00","recorder RX","RX 01 06 payload 0x05"
"000357","0x00B","00","recorder RX","RX 01 06 payload 0x06"
"000357","0x00C","00","recorder RX","RX 01 06 payload 0x07"
"000357","0x00D","00","recorder RX","RX 01 06 payload 0x08"
"000357","0x00E","00","recorder RX","RX 01 06 payload 0x09"
"000357","0x00F","00","recorder RX","RX 01 06 payload 0x0A"
"000357","0x010","03","recorder RX","RX 01 06 payload 0x0B"
"000357","0x011","02","recorder RX","RX 01 06 payload 0x0C"
"000357","0x012","00","recorder RX","RX 01 06 payload 0x0D"
"000357","0x013","00","recorder RX","RX 01 06 payload 0x0E"
"000357","0x014","00","recorder RX","RX 01 06 payload 0x0F"
"000357","0x015","00","recorder RX","RX 01 06 payload 0x10"
"000357","0x016","00","recorder RX","RX 01 06 payload 0x11"
"000357","0x017","00","recorder RX","RX 01 06 payload 0x12"
"000357","0x018","03","recorder RX","RX 01 06 payload 0x13"
"000357","0x019","02","recorder RX","RX 01 06 payload 0x14"
"000357","0x01A","00","recorder RX","RX 01 06 payload 0x15"
"000357","0x01B","00","recorder RX","RX 01 06 payload 0x16"
"000357","0x01C","00","recorder RX","RX 01 06 payload 0x17"
"000357","0x01D","00","recorder RX","RX 01 06 payload 0x18"
"000357","0x01E","00","recorder RX","RX 01 06 payload 0x19"
"000357","0x01F","00","recorder RX","RX 01 06 payload 0x1A"
"000357","0x020","03","recorder RX","RX 01 06 payload 0x1B"
"000357","0x021","02","recorder RX","RX 01 06 payload 0x1C"
"000357","0x022","00","recorder RX","RX 01 06 payload 0x1D"
"000357","0x023","00","recorder RX","RX 01 06 payload 0x1E"
"000357","0x024","00","recorder RX","RX 01 06 payload 0x1F"
"000357","0x025","00","recorder RX","RX 01 06 payload 0x20"
"000357","0x026","00","recorder RX","RX 01 06 payload 0x21"
"000357","0x027","00","recorder RX","RX 01 06 payload 0x22"
"000357","0x028","03","recorder RX","RX 01 06 payload 0x23"
"000357","0x029","02","recorder RX","RX 01 06 payload 0x24"
"000357","0x02A","00","recorder RX","RX 01 06 payload 0x25"
"000357","0x02B","00","recorder RX","RX 01 06 payload 0x26"
"000357","0x02C","00","recorder RX","RX 01 06 payload 0x27"
"000357","0x02D","00","recorder RX","RX 01 06 payload 0x28"
"000357","0x02E","00","recorder RX","RX 01 06 payload 0x29"
"000357","0x02F","00","recorder RX","RX 01 06 payload 0x2A"
"000357","0x030","03","recorder RX","RX 01 06 payload 0x2B"
"000357","0x031","02","recorder RX","RX 01 06 payload 0x2C"
"000357","0x032","00","recorder RX","RX 01 06 payload 0x2D"
"000357","0x033","00","recorder RX","RX 01 06 payload 0x2E"
"000357","0x034","00","recorder RX","RX 01 06 payload 0x2F"
"000357","0x035","00","recorder RX","RX 01 06 payload 0x30"
"000357","0x036","00","recorder RX","RX 01 06 payload 0x31"
"000357","0x037","00","recorder RX","RX 01 06 payload 0x32"
"000357","0x038","03","recorder RX","RX 01 06 payload 0x33"
"000357","0x039","02","recorder RX","RX 01 06 payload 0x34"
"000357","0x03A","00","recorder RX","RX 01 06 payload 0x35"
"000357","0x03B","00","recorder RX","RX 01 06 payload 0x36"
"000357","0x03C","00","recorder RX","RX 01 06 payload 0x37"
"000357","0x03D","00","recorder RX","RX 01 06 payload 0x38"
"000357","0x03E","00","recorder RX","RX 01 06 payload 0x39"
"000357","0x03F","00","recorder RX","RX 01 06 payload 0x3A"
"000357","0x040","03","recorder RX","RX 01 06 payload 0x3B"
"000357","0x041","02","recorder RX","RX 01 06 payload 0x3C"
"000357","0x042","00","recorder RX","RX 01 06 payload 0x3D"
"000357","0x043","00","recorder RX","RX 01 06 payload 0x3E"
"000357","0x044","00","recorder RX","RX 01 06 payload 0x3F"
"000357","0x045","00","recorder RX","RX 01 06 payload 0x40"
"000357","0x046","00","recorder RX","RX 01 06 payload 0x41"
"000357","0x047","00","recorder RX","RX 01 06 payload 0x42"
"000357","0x048","03","recorder RX","RX 01 06 payload 0x43"
"000357","0x049","02","recorder RX","RX 01 06 payload 0x44"
"000357","0x04A","00","recorder RX","RX 01 06 payload 0x45"
"000357","0x04B","00","recorder RX","RX 01 06 payload 0x46"
"000357","0x04C","00","recorder RX","RX 01 06 payload 0x47"
"000357","0x04D","00","recorder RX","RX 01 06 payload 0x48"
"000357","0x04E","00","recorder RX","RX 01 06 payload 0x49"
"000357","0x04F","00","recorder RX","RX 01 06 payload 0x4A"
"000357","0x050","03","recorder RX","RX 01 06 payload 0x4B"
"000357","0x051","02","recorder RX","RX 01 06 payload 0x4C"
"000357","0x052","00","recorder RX","RX 01 06 payload 0x4D"
"000357","0x053","00","recorder RX","RX 01 06 payload 0x4E"
"000357","0x054","00","recorder RX","RX 01 06 payload 0x4F"
"000357","0x055","00","recorder RX","RX 01 06 payload 0x50"
"000357","0x056","00","recorder RX","RX 01 06 payload 0x51"
"000357","0x057","00","recorder RX","RX 01 06 payload 0x52"
"000357","0x058","03","recorder RX","RX 01 06 payload 0x53"
"000357","0x059","02","recorder RX","RX 01 06 payload 0x54"
"000357","0x05A","00","recorder RX","RX 01 06 payload 0x55"
"000357","0x05B","00","recorder RX","RX 01 06 payload 0x56"
"000357","0x05C","00","recorder RX","RX 01 06 payload 0x57"
"000357","0x05D","00","recorder RX","RX 01 06 payload 0x58"
"000357","0x05E","00","recorder RX","RX 01 06 payload 0x59"
"000357","0x05F","00","recorder RX","RX 01 06 payload 0x5A"
"000357","0x060","00","recorder RX","RX 01 06 payload 0x5B"
"000357","0x061","00","recorder RX","RX 01 06 payload 0x5C"
"000357","0x062","00","recorder RX","RX 01 06 payload 0x5D"
"000357","0x063","00","recorder RX","RX 01 06 payload 0x5E"
"000357","0x064","00","recorder RX","RX 01 06 payload 0x5F"
"000357","0x065","00","recorder RX","RX 01 06 payload 0x60"
"000357","0x066","00","recorder RX","RX 01 06 payload 0x61"
"000357","0x067","00","recorder RX","RX 01 06 payload 0x62"
"000357","0x068","00","recorder RX","RX 01 06 payload 0x63"
"000357","0x069","00","recorder RX","RX 01 06 payload 0x64"
"000357","0x06A","00","recorder RX","RX 01 06 payload 0x65"
"000357","0x06B","00","recorder RX","RX 01 06 payload 0x66"
"000357","0x06C","00","recorder RX","RX 01 06 payload 0x67"
"000357","0x06D","00","recorder RX","RX 01 06 payload 0x68"
"000357","0x06E","00","recorder RX","RX 01 06 payload 0x69"
"000357","0x06F","00","recorder RX","RX 01 06 payload 0x6A"
"000357","0x070","00","recorder RX","RX 01 06 payload 0x6D"
"000357","0x071","00","recorder RX","RX 01 06 payload 0x6E"
"000357","0x072","00","recorder RX","RX 01 06 payload 0x6F"
"000357","0x073","00","recorder RX","RX 01 06 payload 0x70"
"000357","0x074","00","recorder RX","RX 01 06 payload 0x71"
"000357","0x075","00","recorder RX","RX 01 06 payload 0x72"
"000357","0x076","00","recorder RX","RX 01 06 payload 0x73"
"000357","0x077","00","recorder RX","RX 01 06 payload 0x74"
"000357","0x078","00","recorder RX","RX 01 06 payload 0x75"
"000357","0x079","00","recorder RX","RX 01 06 payload 0x76"
"000357","0x07A","00","recorder RX","RX 01 06 payload 0x77"
"000357","0x07B","00","recorder RX","RX 01 06 payload 0x78"
"000357","0x07C","00","recorder RX","RX 01 06 payload 0x79"
"000357","0x07D","00","recorder RX","RX 01 06 payload 0x7A"
"000357","0x07E","00","recorder RX","RX 01 06 payload 0x7B"
"000357","0x07F","00","recorder RX","RX 01 06 payload 0x7C"
"000357","0x080","00","recorder RX","RX 01 06 payload 0x7D"
"000357","0x081","00","recorder RX","RX 01 06 payload 0x7E"
"000357","0x082","00","recorder RX","RX 01 06 payload 0x7F"
"000357","0x083","00","recorder RX","RX 01 06 payload 0x80"
"000357","0x084","00","recorder RX","RX 01 06 payload 0x81"
"000357","0x085","00","recorder RX","RX 01 06 payload 0x82"
"000357","0x086","00","protocol constant","proven structural zero insertion after RX page 3 payload 0x6B..0x6C removal"
"000357","0x087","00","protocol constant","proven structural zero insertion after RX page 3 payload 0x6B..0x6C removal"
"000357","0x088","03","recorder RX","RX 01 06 payload 0x83"
"000357","0x089","02","recorder RX","RX 01 06 payload 0x84"
"000357","0x08A","00","recorder RX","RX 01 06 payload 0x85"
"000357","0x08B","00","recorder RX","RX 01 06 payload 0x86"
"000357","0x08C","00","recorder RX","RX 01 06 payload 0x87"
"000357","0x08D","00","recorder RX","RX 01 06 payload 0x88"
"000357","0x08E","00","recorder RX","RX 01 06 payload 0x89"
"000357","0x08F","00","recorder RX","RX 01 06 payload 0x8A"
"000357","0x090","03","recorder RX","RX 01 06 payload 0x8B"
"000357","0x091","02","recorder RX","RX 01 06 payload 0x8C"
"000357","0x092","00","recorder RX","RX 01 06 payload 0x8D"
"000357","0x093","00","recorder RX","RX 01 06 payload 0x8E"
"000357","0x094","00","recorder RX","RX 01 06 payload 0x8F"
"000357","0x095","00","recorder RX","RX 01 06 payload 0x90"
"000357","0x096","00","recorder RX","RX 01 06 payload 0x91"
"000357","0x097","00","recorder RX","RX 01 06 payload 0x92"
"000357","0x098","03","recorder RX","RX 01 06 payload 0x93"
"000357","0x099","02","recorder RX","RX 01 06 payload 0x94"
"000357","0x09A","00","recorder RX","RX 01 06 payload 0x95"
"000357","0x09B","00","recorder RX","RX 01 06 payload 0x96"
"000357","0x09C","00","recorder RX","RX 01 06 payload 0x97"
"000357","0x09D","00","recorder RX","RX 01 06 payload 0x98"
"000357","0x09E","00","recorder RX","RX 01 06 payload 0x99"
"000357","0x09F","00","recorder RX","RX 01 06 payload 0x9A"
"000357","0x0A0","03","recorder RX","RX 01 06 payload 0x9B"
"000357","0x0A1","02","recorder RX","RX 01 06 payload 0x9C"
"000357","0x0A2","00","recorder RX","RX 01 06 payload 0x9D"
"000357","0x0A3","00","recorder RX","RX 01 06 payload 0x9E"
"000357","0x0A4","00","recorder RX","RX 01 06 payload 0x9F"
"000357","0x0A5","00","recorder RX","RX 01 06 payload 0xA0"
"000357","0x0A6","00","recorder RX","RX 01 06 payload 0xA1"
"000357","0x0A7","00","recorder RX","RX 01 06 payload 0xA2"
"000357","0x0A8","03","recorder RX","RX 01 06 payload 0xA3"
"000357","0x0A9","02","recorder RX","RX 01 06 payload 0xA4"
"000357","0x0AA","00","recorder RX","RX 01 06 payload 0xA5"
"000357","0x0AB","00","recorder RX","RX 01 06 payload 0xA6"
"000357","0x0AC","00","recorder RX","RX 01 06 payload 0xA7"
"000357","0x0AD","00","recorder RX","RX 01 06 payload 0xA8"
"000357","0x0AE","00","recorder RX","RX 01 06 payload 0xA9"
"000357","0x0AF","00","recorder RX","RX 01 06 payload 0xAA"
"000357","0x0B0","03","recorder RX","RX 01 06 payload 0xAB"
"000357","0x0B1","02","recorder RX","RX 01 06 payload 0xAC"
"000357","0x0B2","00","recorder RX","RX 01 06 payload 0xAD"
"000357","0x0B3","00","recorder RX","RX 01 06 payload 0xAE"
"000357","0x0B4","00","recorder RX","RX 01 06 payload 0xAF"
"000357","0x0B5","00","recorder RX","RX 01 06 payload 0xB0"
"000357","0x0B6","00","recorder RX","RX 01 06 payload 0xB1"
"000357","0x0B7","00","recorder RX","RX 01 06 payload 0xB2"
"000357","0x0B8","03","recorder RX","RX 01 06 payload 0xB3"
"000357","0x0B9","02","recorder RX","RX 01 06 payload 0xB4"
"000357","0x0BA","00","recorder RX","RX 01 06 payload 0xB5"
"000357","0x0BB","00","recorder RX","RX 01 06 payload 0xB6"
"000357","0x0BC","00","recorder RX","RX 01 06 payload 0xB7"
"000357","0x0BD","00","recorder RX","RX 01 06 payload 0xB8"
"000357","0x0BE","00","recorder RX","RX 01 06 payload 0xB9"
"000357","0x0BF","00","recorder RX","RX 01 06 payload 0xBA"
"000357","0x0C0","03","recorder RX","RX 01 06 payload 0xBB"
"000357","0x0C1","02","recorder RX","RX 01 06 payload 0xBC"
"000357","0x0C2","00","recorder RX","RX 01 06 payload 0xBD"
"000357","0x0C3","00","recorder RX","RX 01 06 payload 0xBE"
"000357","0x0C4","00","recorder RX","RX 01 06 payload 0xBF"
"000357","0x0C5","00","recorder RX","RX 01 06 payload 0xC0"
"000357","0x0C6","00","recorder RX","RX 01 06 payload 0xC1"
"000357","0x0C7","00","recorder RX","RX 01 06 payload 0xC2"
"000357","0x0C8","03","recorder RX","RX 01 06 payload 0xC3"
"000357","0x0C9","02","recorder RX","RX 01 06 payload 0xC4"
"000357","0x0CA","00","recorder RX","RX 01 06 payload 0xC5"
"000357","0x0CB","00","recorder RX","RX 01 06 payload 0xC6"
"000357","0x0CC","00","recorder RX","RX 01 06 payload 0xC7"
"000357","0x0CD","00","recorder RX","RX 01 06 payload 0xC8"
"000357","0x0CE","00","recorder RX","RX 01 06 payload 0xC9"
"000357","0x0CF","00","recorder RX","RX 01 06 payload 0xCA"
"000357","0x0D0","00","recorder RX","RX 01 06 payload 0xCD"
"000357","0x0D1","00","recorder RX","RX 01 06 payload 0xCE"
"000357","0x0D2","00","recorder RX","RX 01 06 payload 0xCF"
"000357","0x0D3","00","recorder RX","RX 01 06 payload 0xD0"
"000357","0x0D4","00","recorder RX","RX 01 06 payload 0xD1"
"000357","0x0D5","00","recorder RX","RX 01 06 payload 0xD2"
"000357","0x0D6","00","protocol constant","proven structural zero insertion after RX page 3 payload 0xCB..0xCC removal"
"000357","0x0D7","00","protocol constant","proven structural zero insertion after RX page 3 payload 0xCB..0xCC removal"
"000357","0x0D8","03","recorder RX","RX 01 06 payload 0xD3"
"000357","0x0D9","02","recorder RX","RX 01 06 payload 0xD4"
"000357","0x0DA","00","recorder RX","RX 01 06 payload 0xD5"
"000357","0x0DB","00","recorder RX","RX 01 06 payload 0xD6"
"000357","0x0DC","00","recorder RX","RX 01 06 payload 0xD7"
"000357","0x0DD","00","recorder RX","RX 01 06 payload 0xD8"
"000357","0x0DE","00","recorder RX","RX 01 06 payload 0xD9"
"000357","0x0DF","00","recorder RX","RX 01 06 payload 0xDA"
"000357","0x0E0","03","recorder RX","RX 01 06 payload 0xDB"
"000357","0x0E1","02","recorder RX","RX 01 06 payload 0xDC"
"000357","0x0E2","00","recorder RX","RX 01 06 payload 0xDD"
"000357","0x0E3","00","recorder RX","RX 01 06 payload 0xDE"
"000357","0x0E4","00","recorder RX","RX 01 06 payload 0xDF"
"000357","0x0E5","00","recorder RX","RX 01 06 payload 0xE0"
"000357","0x0E6","00","recorder RX","RX 01 06 payload 0xE1"
"000357","0x0E7","00","recorder RX","RX 01 06 payload 0xE2"
"000357","0x0E8","00","recorder RX","RX 01 06 payload 0xE3"
"000357","0x0E9","00","recorder RX","RX 01 06 payload 0xE4"
"000357","0x0EA","00","recorder RX","RX 01 06 payload 0xE5"
"000357","0x0EB","00","recorder RX","RX 01 06 payload 0xE6"
"000357","0x0EC","00","recorder RX","RX 01 06 payload 0xE7"
"000357","0x0ED","00","recorder RX","RX 01 06 payload 0xE8"
"000357","0x0EE","00","recorder RX","RX 01 06 payload 0xE9"
"000357","0x0EF","00","recorder RX","RX 01 06 payload 0xEA"
"000357","0x0F0","00","recorder RX","RX 01 06 payload 0xED"
"000357","0x0F1","00","recorder RX","RX 01 06 payload 0xEE"
"000357","0x0F2","00","recorder RX","RX 01 06 payload 0xEF"
"000357","0x0F3","00","recorder RX","RX 01 06 payload 0xF0"
"000357","0x0F4","00","recorder RX","RX 01 06 payload 0xF1"
"000357","0x0F5","00","recorder RX","RX 01 06 payload 0xF2"
"000357","0x0F6","00","recorder RX","RX 01 06 payload 0xF3"
"000357","0x0F7","00","recorder RX","RX 01 06 payload 0xF4"
"000357","0x0F8","00","recorder RX","RX 01 06 payload 0xF5"
"000357","0x0F9","00","recorder RX","RX 01 06 payload 0xF6"
"000357","0x0FA","00","recorder RX","RX 01 06 payload 0xF7"
"000357","0x0FB","00","recorder RX","RX 01 06 payload 0xF8"
"000357","0x0FC","00","recorder RX","RX 01 06 payload 0xF9"
"000357","0x0FD","00","recorder RX","RX 01 06 payload 0xFA"
"000357","0x0FE","00","recorder RX","RX 01 06 payload 0xFB"
"000357","0x0FF","00","recorder RX","RX 01 06 payload 0xFC"
"000357","0x100","00","recorder RX","RX 01 06 payload 0xFD"
"000357","0x101","00","recorder RX","RX 01 06 payload 0xFE"
"000357","0x102","00","recorder RX","RX 01 08 payload 0x00"
"000357","0x103","00","recorder RX","RX 01 08 payload 0x01"
"000357","0x104","00","recorder RX","RX 01 08 payload 0x02"
"000357","0x105","00","recorder RX","RX 01 08 payload 0x03"
"000357","0x106","00","recorder RX","RX 01 08 payload 0x04"
"000357","0x107","00","recorder RX","RX 01 08 payload 0x05"
"000357","0x108","03","protocol constant","proven frame/header constant"
"000357","0x109","6B","calculated field/checksum","payload sum modulo 256"
"000357","0x10A","04","protocol constant","proven frame/header constant"
"000378","0x000","01","protocol constant","proven frame/header constant"
"000378","0x001","04","recorder RX","RX 01 08 frame offset 0x003"
"000378","0x002","00","protocol constant","proven frame/header constant"
"000378","0x003","04","recorder RX","RX 01 08 frame offset 0x003"
"000378","0x004","00","recorder RX","RX 01 08 frame offset 0x004"
"000378","0x005","01","recorder RX","RX 01 08 frame offset 0x005"
"000378","0x006","01","recorder RX","RX 01 08 frame offset 0x006"
"000378","0x007","FF","calculated field/checksum","generated payload length"
"000378","0x008","02","protocol constant","proven frame/header constant"
"000378","0x009","00","recorder RX","RX 01 08 payload 0x06"
"000378","0x00A","00","recorder RX","RX 01 08 payload 0x07"
"000378","0x00B","00","recorder RX","RX 01 08 payload 0x08"
"000378","0x00C","00","recorder RX","RX 01 08 payload 0x09"
"000378","0x00D","00","recorder RX","RX 01 08 payload 0x0A"
"000378","0x00E","00","recorder RX","RX 01 08 payload 0x0B"
"000378","0x00F","00","protocol constant","proven cross-page zero insertion after RX page 3 payload 0xEB..0xEC removal"
"000378","0x010","00","protocol constant","proven cross-page zero insertion after RX page 3 payload 0xEB..0xEC removal"
"000378","0x011","03","recorder RX","RX 01 08 payload 0x0C"
"000378","0x012","02","recorder RX","RX 01 08 payload 0x0D"
"000378","0x013","00","recorder RX","RX 01 08 payload 0x0E"
"000378","0x014","00","recorder RX","RX 01 08 payload 0x0F"
"000378","0x015","00","recorder RX","RX 01 08 payload 0x10"
"000378","0x016","00","recorder RX","RX 01 08 payload 0x11"
"000378","0x017","00","recorder RX","RX 01 08 payload 0x12"
"000378","0x018","00","recorder RX","RX 01 08 payload 0x13"
"000378","0x019","03","recorder RX","RX 01 08 payload 0x14"
"000378","0x01A","02","recorder RX","RX 01 08 payload 0x15"
"000378","0x01B","00","recorder RX","RX 01 08 payload 0x16"
"000378","0x01C","00","recorder RX","RX 01 08 payload 0x17"
"000378","0x01D","00","recorder RX","RX 01 08 payload 0x18"
"000378","0x01E","00","recorder RX","RX 01 08 payload 0x19"
"000378","0x01F","00","recorder RX","RX 01 08 payload 0x1A"
"000378","0x020","00","recorder RX","RX 01 08 payload 0x1B"
"000378","0x021","03","recorder RX","RX 01 08 payload 0x1C"
"000378","0x022","02","recorder RX","RX 01 08 payload 0x1D"
"000378","0x023","00","recorder RX","RX 01 08 payload 0x1E"
"000378","0x024","00","recorder RX","RX 01 08 payload 0x1F"
"000378","0x025","00","recorder RX","RX 01 08 payload 0x20"
"000378","0x026","00","recorder RX","RX 01 08 payload 0x21"
"000378","0x027","00","recorder RX","RX 01 08 payload 0x22"
